"Town","FIPS","Year","Social Security Status","Measure Type","Variable","Value"
"Winchester","0900586440","2009-2013","With SSI","Number","Social Security Status",1551
"Winchester","0900586440","2009-2013","With SSI","Percent","Margins of Error",5.6
"Winchester","0900586440","2009-2013","With SSI","Percent","Social Security Status",33.4
"Winchester","0900586440","2010-2014","Total","Number","Margins of Error",265
"Winchester","0900586440","2010-2014","Total","Number","Social Security Status",4819
"Winchester","0900586440","2010-2014","Without SSI","Number","Margins of Error",271
"Winchester","0900586440","2010-2014","Without SSI","Number","Social Security Status",3016
"Winchester","0900586440","2010-2014","Without SSI","Percent","Margins of Error",4.4
"Winchester","0900586440","2010-2014","Without SSI","Percent","Social Security Status",62.6
"Winchester","0900586440","2010-2014","With SSI","Number","Margins of Error",267
"Winchester","0900586440","2010-2014","With SSI","Number","Social Security Status",1803
"Winchester","0900586440","2010-2014","With SSI","Percent","Margins of Error",5.1
"Winchester","0900586440","2010-2014","With SSI","Percent","Social Security Status",37.4
"Winchester","0900586440","2011-2015","Total","Number","Margins of Error",249
"Winchester","0900586440","2011-2015","Total","Number","Social Security Status",4897
"Winchester","0900586440","2011-2015","Without SSI","Number","Margins of Error",299
"Winchester","0900586440","2011-2015","Without SSI","Number","Social Security Status",3089
"Winchester","0900586440","2011-2015","Without SSI","Percent","Margins of Error",6.9
"Winchester","0900586440","2011-2015","Without SSI","Percent","Social Security Status",63.1
"Winchester","0900586440","2011-2015","With SSI","Number","Margins of Error",245
"Winchester","0900586440","2011-2015","With SSI","Number","Social Security Status",1808
"Winchester","0900586440","2011-2015","With SSI","Percent","Margins of Error",5.3
"Winchester","0900586440","2011-2015","With SSI","Percent","Social Security Status",36.9
"Winchester","0900586440","2012-2016","Total","Number","Margins of Error",244
"Winchester","0900586440","2012-2016","Total","Number","Social Security Status",4728
"Winchester","0900586440","2012-2016","Without SSI","Number","Margins of Error",260
"Winchester","0900586440","2012-2016","Without SSI","Number","Social Security Status",2903
"Winchester","0900586440","2012-2016","Without SSI","Percent","Margins of Error",6.3
"Winchester","0900586440","2012-2016","Without SSI","Percent","Social Security Status",61.4
"Winchester","0900586440","2012-2016","With SSI","Number","Margins of Error",245
"Winchester","0900586440","2012-2016","With SSI","Number","Social Security Status",1825
"Winchester","0900586440","2012-2016","With SSI","Percent","Margins of Error",5.6
"Winchester","0900586440","2012-2016","With SSI","Percent","Social Security Status",38.6
"Windham","0901586790","2006-2010","Total","Number","Margins of Error",434
"Windham","0901586790","2006-2010","Total","Number","Social Security Status",8969
"Windham","0901586790","2006-2010","Without SSI","Number","Margins of Error",370
"Windham","0901586790","2006-2010","Without SSI","Number","Social Security Status",6325
"Windham","0901586790","2006-2010","Without SSI","Percent","Margins of Error",5.4
"Windham","0901586790","2006-2010","Without SSI","Percent","Social Security Status",70.5
"Windham","0901586790","2006-2010","With SSI","Number","Margins of Error",280
"Windham","0901586790","2006-2010","With SSI","Number","Social Security Status",2644
"Windham","0901586790","2006-2010","With SSI","Percent","Margins of Error",3.4
"Windham","0901586790","2006-2010","With SSI","Percent","Social Security Status",29.5
"Windham","0901586790","2007-2011","Total","Number","Margins of Error",401
"Windham","0901586790","2007-2011","Total","Number","Social Security Status",9136
"Windham","0901586790","2007-2011","Without SSI","Number","Margins of Error",390
"Windham","0901586790","2007-2011","Without SSI","Number","Social Security Status",6413
"Windham","0901586790","2007-2011","Without SSI","Percent","Margins of Error",5.3
"Windham","0901586790","2007-2011","Without SSI","Percent","Social Security Status",70.2
"Windham","0901586790","2007-2011","With SSI","Number","Margins of Error",292
"Windham","0901586790","2007-2011","With SSI","Number","Social Security Status",2723
"Windham","0901586790","2007-2011","With SSI","Percent","Margins of Error",3.5
"Windham","0901586790","2007-2011","With SSI","Percent","Social Security Status",29.8
"Windham","0901586790","2008-2012","Total","Number","Margins of Error",429
"Windham","0901586790","2008-2012","Total","Number","Social Security Status",8957
"Windham","0901586790","2008-2012","Without SSI","Number","Margins of Error",379
"Windham","0901586790","2008-2012","Without SSI","Number","Social Security Status",6286
"Windham","0901586790","2008-2012","Without SSI","Percent","Margins of Error",5.4
"Windham","0901586790","2008-2012","Without SSI","Percent","Social Security Status",70.2
"Windham","0901586790","2008-2012","With SSI","Number","Margins of Error",293
"Windham","0901586790","2008-2012","With SSI","Number","Social Security Status",2671
"Windham","0901586790","2008-2012","With SSI","Percent","Margins of Error",3.6
"Windham","0901586790","2008-2012","With SSI","Percent","Social Security Status",29.8
"Windham","0901586790","2009-2013","Total","Number","Margins of Error",355
"Windham","0901586790","2009-2013","Total","Number","Social Security Status",8883
"Windham","0901586790","2009-2013","Without SSI","Number","Margins of Error",385
"Windham","0901586790","2009-2013","Without SSI","Number","Social Security Status",6102
"Windham","0901586790","2009-2013","Without SSI","Percent","Margins of Error",5.1
"Windham","0901586790","2009-2013","Without SSI","Percent","Social Security Status",68.7
"Windham","0901586790","2009-2013","With SSI","Number","Margins of Error",286
"Windham","0901586790","2009-2013","With SSI","Number","Social Security Status",2781
"Windham","0901586790","2009-2013","With SSI","Percent","Margins of Error",3.5
"Windham","0901586790","2009-2013","With SSI","Percent","Social Security Status",31.3
"Windham","0901586790","2010-2014","Total","Number","Margins of Error",418
"Windham","0901586790","2010-2014","Total","Number","Social Security Status",8920
"Windham","0901586790","2010-2014","Without SSI","Number","Margins of Error",413
"Windham","0901586790","2010-2014","Without SSI","Number","Social Security Status",6173
"Windham","0901586790","2010-2014","Without SSI","Percent","Margins of Error",3.3
"Windham","0901586790","2010-2014","Without SSI","Percent","Social Security Status",69.2
"Windham","0901586790","2010-2014","With SSI","Number","Margins of Error",290
"Windham","0901586790","2010-2014","With SSI","Number","Social Security Status",2747
"Windham","0901586790","2010-2014","With SSI","Percent","Margins of Error",2.9
"Windham","0901586790","2010-2014","With SSI","Percent","Social Security Status",30.8
"Windham","0901586790","2011-2015","Total","Number","Margins of Error",396
"Windham","0901586790","2011-2015","Total","Number","Social Security Status",8898
"Windham","0901586790","2011-2015","Without SSI","Number","Margins of Error",383
"Windham","0901586790","2011-2015","Without SSI","Number","Social Security Status",6119
"Windham","0901586790","2011-2015","Without SSI","Percent","Margins of Error",5.3
"Windham","0901586790","2011-2015","Without SSI","Percent","Social Security Status",68.8
"Windham","0901586790","2011-2015","With SSI","Number","Margins of Error",270
"Windham","0901586790","2011-2015","With SSI","Number","Social Security Status",2779
"Windham","0901586790","2011-2015","With SSI","Percent","Margins of Error",3.3
"Windham","0901586790","2011-2015","With SSI","Percent","Social Security Status",31.2
"Windham","0901586790","2012-2016","Total","Number","Margins of Error",326
"Windham","0901586790","2012-2016","Total","Number","Social Security Status",8740
"Windham","0901586790","2012-2016","Without SSI","Number","Margins of Error",347
"Windham","0901586790","2012-2016","Without SSI","Number","Social Security Status",6075
"Windham","0901586790","2012-2016","Without SSI","Percent","Margins of Error",4.7
"Windham","0901586790","2012-2016","Without SSI","Percent","Social Security Status",69.5
"Windham","0901586790","2012-2016","With SSI","Number","Margins of Error",259
"Windham","0901586790","2012-2016","With SSI","Number","Social Security Status",2665
"Windham","0901586790","2012-2016","With SSI","Percent","Margins of Error",3.2
"Windham","0901586790","2012-2016","With SSI","Percent","Social Security Status",30.5
"Windsor","0900387000","2006-2010","Total","Number","Margins of Error",306
"Windsor","0900387000","2006-2010","Total","Number","Social Security Status",10976
"Windsor","0900387000","2006-2010","Without SSI","Number","Margins of Error",292
"Windsor","0900387000","2006-2010","Without SSI","Number","Social Security Status",7941
"Windsor","0900387000","2006-2010","Without SSI","Percent","Margins of Error",3.3
"Windsor","0900387000","2006-2010","Without SSI","Percent","Social Security Status",72.3
"Windsor","0900387000","2006-2010","With SSI","Number","Margins of Error",207
"Windsor","0900387000","2006-2010","With SSI","Number","Social Security Status",3035
"Windsor","0900387000","2006-2010","With SSI","Percent","Margins of Error",2
"Windsor","0900387000","2006-2010","With SSI","Percent","Social Security Status",27.7
"Windsor","0900387000","2007-2011","Total","Number","Margins of Error",275
"Windsor","0900387000","2007-2011","Total","Number","Social Security Status",10703
"Windsor","0900387000","2007-2011","Without SSI","Number","Margins of Error",318
"Windsor","0900387000","2007-2011","Without SSI","Number","Social Security Status",7695
"Windsor","0900387000","2007-2011","Without SSI","Percent","Margins of Error",3.5
"Windsor","0900387000","2007-2011","Without SSI","Percent","Social Security Status",71.9
"Windsor","0900387000","2007-2011","With SSI","Number","Margins of Error",240
"Windsor","0900387000","2007-2011","With SSI","Number","Social Security Status",3008
"Windsor","0900387000","2007-2011","With SSI","Percent","Margins of Error",2.4
"Windsor","0900387000","2007-2011","With SSI","Percent","Social Security Status",28.1
"Windsor","0900387000","2008-2012","Total","Number","Margins of Error",303
"Windsor","0900387000","2008-2012","Total","Number","Social Security Status",10698
"Windsor","0900387000","2008-2012","Without SSI","Number","Margins of Error",314
"Windsor","0900387000","2008-2012","Without SSI","Number","Social Security Status",7440
"Windsor","0900387000","2008-2012","Without SSI","Percent","Margins of Error",3.5
"Windsor","0900387000","2008-2012","Without SSI","Percent","Social Security Status",69.5
"Windsor","0900387000","2008-2012","With SSI","Number","Margins of Error",265
"Windsor","0900387000","2008-2012","With SSI","Number","Social Security Status",3258
"Windsor","0900387000","2008-2012","With SSI","Percent","Margins of Error",2.6
"Windsor","0900387000","2008-2012","With SSI","Percent","Social Security Status",30.5
"Windsor","0900387000","2009-2013","Total","Number","Margins of Error",293
"Windsor","0900387000","2009-2013","Total","Number","Social Security Status",10689
"Windsor","0900387000","2009-2013","Without SSI","Number","Margins of Error",334
"Windsor","0900387000","2009-2013","Without SSI","Number","Social Security Status",7505
"Windsor","0900387000","2009-2013","Without SSI","Percent","Margins of Error",3.7
"Windsor","0900387000","2009-2013","Without SSI","Percent","Social Security Status",70.2
"Windsor","0900387000","2009-2013","With SSI","Number","Margins of Error",284
"Windsor","0900387000","2009-2013","With SSI","Number","Social Security Status",3184
